Size;Time[ns];Method
1115;3100;insert
1116;1500;insert
1117;4200;insert
1118;800;insert
1119;5100;insert
1120;2900;insert
1121;5500;insert
1122;2600;insert
1123;5000;insert
1124;5200;insert
1125;4400;insert
1126;3400;insert
1127;1900;insert
1128;800;insert
1129;5900;insert
1130;5000;insert
1131;1000;insert
1132;5500;insert
1133;1200;insert
1134;900;insert
1135;6100;insert
1136;1400;insert
1137;4400;insert
1138;2200;insert
1139;3300;insert
1140;2100;insert
1141;4600;insert
1142;1800;insert
1143;6500;insert
1144;6800;insert
1145;5200;insert
1146;1000;insert
1147;3500;insert
1148;5500;insert
1149;3800;insert
1150;6000;insert
1151;2000;insert
1152;4600;insert
1153;2200;insert
1154;4200;insert
1155;2600;insert
1156;1800;insert
1157;3000;insert
1158;2000;insert
1159;1800;insert
1160;1400;insert
1161;1300;insert
1162;4300;insert
1163;6100;insert
1164;6300;insert
1165;6100;insert
1166;6000;insert
1167;7300;insert
1168;3500;insert
1169;5400;insert
1170;4200;insert
1171;6400;insert
1172;3500;insert
1173;3200;insert
1174;6800;insert
1175;4600;insert
1176;3400;insert
1177;5900;insert
1178;1600;insert
1179;7500;insert
1180;7000;insert
1181;4700;insert
1182;4300;insert
1183;4600;insert
1184;5900;insert
1185;2400;insert
1186;6500;insert
1187;5300;insert
1188;4200;insert
1189;4300;insert
1190;6600;insert
1191;1600;insert
1192;6700;insert
1193;6600;insert
1194;2100;insert
1195;6500;insert
1196;2000;insert
1197;4400;insert
1198;800;insert
1199;4300;insert
1200;3900;insert
1201;3700;insert
1202;3300;insert
1203;3100;insert
1204;6200;insert
1205;1100;insert
1206;8100;insert
1207;3400;insert
1208;7100;insert
1209;4000;insert
1210;6700;insert
1211;3000;insert
1212;1500;insert
1213;2200;insert
1214;4600;insert
1215;2500;insert
1216;1500;insert
1217;4500;insert
1218;7400;insert
1219;1500;insert
1220;4500;insert
1221;7400;insert
1222;7000;insert
1223;3300;insert
1224;2400;insert
1225;7100;insert
1226;5800;insert
1227;6200;insert
1228;3600;insert
1229;3300;insert
1230;5300;insert
1231;3100;insert
1232;6900;insert
1233;4700;insert
1234;5100;insert
1235;6400;insert
1236;3900;insert
1237;5400;insert
1238;7700;insert
1239;2300;insert
1240;2000;insert
1241;1600;insert
1242;800;insert
1243;3400;insert
1244;5000;insert
1245;1500;insert
1246;4600;insert
1247;2500;insert
1248;8300;insert
1249;1200;insert
1250;6900;insert
1251;8100;insert
1252;7200;insert
1253;4600;insert
1254;5100;insert
1255;3700;insert
1256;7200;insert
1257;2200;insert
1258;2700;insert
1259;7200;insert
1260;3100;insert
1261;7700;insert
1262;3400;insert
1263;7300;insert
1264;7900;insert
1265;1000;insert
1266;7100;insert
1267;5500;insert
1268;2100;insert
1269;2700;insert
1270;4100;insert
1271;3800;insert
1272;1800;insert
1273;1200;insert
1274;7200;insert
1275;5200;insert
1276;1000;insert
1277;7200;insert
1278;2500;insert
1279;3800;insert
1280;1800;insert
1281;7400;insert
1282;6700;insert
1283;7700;insert
1284;7300;insert
1285;4200;insert
1286;7700;insert
1287;6000;insert
1288;3500;insert
1289;3100;insert
1290;5800;insert
1291;3700;insert
1292;6400;insert
1293;6900;insert
1294;800;insert
1295;4900;insert
1296;3700;insert
1297;5100;insert
1298;3900;insert
1299;8400;insert
1300;31000;insert
1301;7300;insert
1302;2900;insert
1303;8400;insert
1304;7900;insert
1305;6200;insert
1306;1600;insert
1307;6900;insert
1308;1100;insert
1309;4600;insert
1310;4600;insert
